plant_id,scientific_name_key,scientific_name,common_name,native_states,plant_type,sunlight,moisture,maintenance,zone_min,zone_max,bloom_start,bloom_end,accepted_usda_code,plant_family,growth_habit,duration,size_notes,bloom_color,bloom_time,water_use,light_requirements,soil_moisture,soil_ph,soil_description,wildlife_use,commercial_availability,propagation_description,supports_full_sun,supports_part_shade,supports_shade,supports_low_water,supports_medium_water,supports_high_water,bloom_jan,bloom_feb,bloom_mar,bloom_apr,bloom_may,bloom_jun,bloom_jul,bloom_aug,bloom_sep,bloom_oct,bloom_nov,bloom_dec,pollinator_group,pollinator_observation_count,supports_bee_observed,supports_butterfly_observed,supports_moth_observed,supports_fly_observed,supports_beetle_observed,supports_wasp_observed,supports_hummingbird_observed,has_ladybird_data,has_pollinator_data,display_name,image_url
PLANT-00608,onosmodium molle,Onosmodium molle,false gromwell,Alabama | Arkansas | Illinois | Kentucky | Louisiana | Oklahoma | Tennessee | Texas,Herbaceous perennial,Full sun to part shade,Dry to medium,Low,3,8,June,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,false gromwell,https://inaturalist-open-data.s3.amazonaws.com/photos/483732411/medium.jpeg
PLANT-00609,onosmodium molle subsp. occidentale,Onosmodium molle subsp. occidentale,false gromwell,Alabama | Arkansas | Colorado | Georgia | Illinois | Iowa | Kansas | Kentucky | Louisiana | Minnesota | Mississippi | Missouri | Montana | Nebraska | New Mexico | North Dakota | Oklahoma | South Dakota | Tennessee | Texas | Utah | Virginia | Wisconsin | Wyoming,Herbaceous perennial,Full sun to part shade,Dry to medium,Low,3,8,June,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,false gromwell,
PLANT-00610,opuntia humifusa,Opuntia humifusa,"Low Prickly Pear, Smooth Prickly Pear, Devil's Tongue",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun,Dry,Low,4,9,June,July,OPHU,Cactaceae,Cactus/Succulent,Perennial,"Up to about 18 inches tall, except in Florida where var.",Yellow,"Feb , Mar , Apr , May , Jun , Jul , Aug",Low,Sun,Dry,,Sandy or rocky soils.,"Fruits and cladodes eaten by Ornate Box Turtle,",yes,Seeds are best sown outdoors immediately after collection. Seedling will appear the next spring. Cuttings can be taken anytime during the frowing season by breaking off one or more pads at their joints and sticking in prepared soil. Roots should be est,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Low Prickly Pear, Smooth Prickly Pear, Devil's Tongue",https://static.inaturalist.org/photos/80402277/medium.jpg
PLANT-00611,opuntia macrorhiza,Opuntia macrorhiza,"Bigroot Prickly Pear, Twist-spine Prickly Pear, Common Prickly Pear, Plains Prickly Pear",Arizona | Arkansas | Colorado | Missouri | New Mexico | Texas | Utah,Herbaceous perennial,Full sun,Dry,Low,3,9,June,July,OPMA2,Cactaceae,Cactus/Succulent,Perennial,"Up to about 1 foot tall, often shorter. Pads are about 2 1/2 in. wide by 4 in. long.","Red , Orange , Yellow","May , Jun",Low,Sun,Dry,Acidic (pH<6.8),"Rocky or sandy soils. Sandy, Gravelly, Sandy Loam",,,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bigroot Prickly Pear, Twist-spine Prickly Pear, Common Prickly Pear, Plains Prickly Pear",https://inaturalist-open-data.s3.amazonaws.com/photos/195720840/medium.jpg
PLANT-00612,orontium aquaticum,Orontium aquaticum,"Goldenclub, Neverwet",Alabama | Connecticut | Delaware | Florida | Georgia | Kentucky | Louisiana | Maryland | Massachusetts | Mississippi | New Jersey | New York | North Carolina | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Virginia | West Virginia,Herbaceous perennial,Full sun,Wet,Low,5,10,April,June,ORAQ,Araceae,Herb,Perennial,Up to about 18 inches tall.,Yellow,"Feb , Mar , Apr",High,Part Shade,Wet,Acidic (pH<6.8),"Acid, loamy soil under shallow, moving water.",,yes,"Sow cleaned seeds immediately in wet, mucky soil.",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Goldenclub, Neverwet",https://inaturalist-open-data.s3.amazonaws.com/photos/35184254/medium.jpg
PLANT-00613,osmorhiza longistylis,Osmorhiza longistylis,"Longstyle Sweetroot, Aniseroot, Sweet-cicely, Wild Licorice",Alabama | Arkansas | Colorado | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin | Wyoming,Herbaceous perennial,Full sun to part shade,Medium,Low,5,8,May,June,OSLO,Apiaceae,Herb,Perennial,Up to about 3 feet tall.,White,"Apr , May , Jun",,Shade,Moist,,"Moist, rich soils.",,yes,"Sweet cicely is not easy, but not impossible, to start from seeds.",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Longstyle Sweetroot, Aniseroot, Sweet-cicely, Wild Licorice",https://inaturalist-open-data.s3.amazonaws.com/photos/2421958/medium.jpg
PLANT-00614,osmunda claytoniana,Osmunda claytoniana,Interrupted Fern,Alabama | Arkansas | Connecticut | Delaware | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Fern,Part shade to full shade,Medium to wet,Low,3,8,Non-flowering,Non-flowering,OSCL2,Osmundaceae,Herb,Perennial,Up to about 6 feet tall.,Not Applicable,,High,Shade,Moist,Acidic (pH<6.8),"Moist to dry, acid to neutral soils.",,yes,Propagate by spores or,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Interrupted Fern,https://inaturalist-open-data.s3.amazonaws.com/photos/33125132/medium.jpeg
PLANT-00615,osmunda regalis var. spectabilis,Osmunda regalis var. spectabilis,Royal Fern,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Fern,Part shade to full shade,Medium to wet,Low,3,9,Non-flowering,Non-flowering,OSRES,Osmundaceae,Herb,Perennial,,Not Applicable,,Medium,"Part Shade , Shade",Wet,,,,,,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Royal Fern,
PLANT-00616,osmundastrum cinnamomeum,Osmundastrum cinnamomeum,cinnamon fern,Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Fern,Part shade to full shade,Medium to wet,Low,3,9,Non-flowering,Non-flowering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,cinnamon fern,https://static.inaturalist.org/photos/75969516/medium.jpg
PLANT-00617,ostrya virginiana,Ostrya virginiana,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin | Wyoming,Tree,Full sun to part shade,Medium,Low,3,9,April,April,OSVI,Betulaceae,Tree,Perennial,"Up to about 60 feet tall, often shorter.","White , Yellow , Green , Brown",Apr,Low,"Sun , Part Shade , Shade","Dry , Moist",Circumneutral (pH 6.8-7.2),"Rich, well-drained soils.",Some food value to songbirds and small mammals.,yes,Sow immediately after collection or pre-treat and sow in early spring.,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Eastern Hop-hornbeam, American Hop-hornbeam, Woolly Hop-hornbean, Eastern Ironwood, Roughbark Ironwood, Ironwood, Deerwood, Leverwood",https://inaturalist-open-data.s3.amazonaws.com/photos/15550/medium.jpg
PLANT-00618,oxalis violacea,Oxalis violacea,"Violet Woodsorrel, Violet Wood-sorrel",Alabama | Arizona | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin | Wyoming,Herbaceous perennial,Full sun to part shade,Medium,Low,5,9,May,May,OXVI,Oxalidaceae,Herb,,Up to about 16 inches tall.,"White , Pink , Green , Purple , Violet","Apr , May , Jun , Jul , Aug , Sep , Oct",,Part Shade,Moist,,Loam,,,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Violet Woodsorrel, Violet Wood-sorrel",https://inaturalist-open-data.s3.amazonaws.com/photos/120266744/medium.jpg
PLANT-00619,oxydendrum arboreum,Oxydendrum arboreum,"Sourwood, Sorrel Tree",Alabama | Arkansas | Florida | Georgia | Indiana | Kentucky | Louisiana | Maryland | Mississippi | North Carolina | Ohio | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Virginia | West Virginia,Tree,Full sun to part shade,Medium,Low,5,9,June,July,OXAR,Ericaceae,Tree,Perennial,"Up to about 100 feet tall, often shorter.",White,"May , Jun , Jul , Aug",Low,Part Shade,,Acidic (pH<6.8),"Gritty, woodsy, acidic, well-drained soils.",,yes,Germinate the minute seeds under mist or a plastic tent. Softwood cuttings treated with hormone should root well.,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Sourwood, Sorrel Tree",https://inaturalist-open-data.s3.amazonaws.com/photos/396498/medium.JPG
PLANT-00620,pachysandra procumbens,Pachysandra procumbens,"Allegheny Spurge, Mountain Spurge",Alabama | Florida | Georgia | Indiana | Kentucky | Louisiana | Mississippi | North Carolina | Pennsylvania | South Carolina | Tennessee,Herbaceous perennial,Part shade to full shade,Medium,Low,5,9,March,April,PAPR7,Buxaceae,Herb,Perennial,4 to 9 inches high,"White , Pink","Mar , Apr , May",Medium,"Part Shade , Shade",Moist,Circumneutral (pH 6.8-7.2),"Moist, humus-rich, acid soil. In the wild, found in rich soils with limestone substrate.",,yes,Propagate by division of established clumps in Aug. or Sept. Softwood cuttings may be taken in spring or early summer.,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Allegheny Spurge, Mountain Spurge",https://inaturalist-open-data.s3.amazonaws.com/photos/476249582/medium.jpeg
PLANT-00621,packera aurea,Packera aurea,"Golden Groundsel, Golden Ragwort, Butterweed",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kentucky | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun to part shade,Medium to wet,Medium,3,8,April,April,PAAU3,Asteraceae,Herb,Perennial,Leaves to 4 inches. Flowers on 2 to 3 foot stalks.,Yellow,"Mar , Apr , May , Jun , Jul , Aug","Medium , High","Sun , Part Shade , Shade",Moist,Acidic (pH<6.8),"Rich, acidic soils.",Flowers attract bees.,yes,Divide golden ragwort in the spring.,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Golden Groundsel, Golden Ragwort, Butterweed",https://inaturalist-open-data.s3.amazonaws.com/photos/102867/medium.jpg
PLANT-00622,packera obovata,Packera obovata,"Golden Groundsel, Roundleaf Groundsel, Roundleaf Ragwort",Alabama | Arkansas | Connecticut | Florida | Georgia | Illinois | Indiana | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Mississippi | Missouri | New Hampshire | New Jersey | New Mexico | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | Tennessee | Texas | Vermont | Virginia | West Virginia,Herbaceous perennial,Full sun to part shade,Medium to wet,Medium,3,8,April,June,PAOB6,Asteraceae,Herb,Perennial,Up to about 20 inches tall.,Yellow,"Feb , Mar , Apr , May , Jun","Low , Medium","Part Shade , Shade",Moist,,"Moist, well-drained, humus-rich, preferably calcareous soils. Loam or clay.",Flowers attract bees and butterflies.,yes,Propagate by fresh seed or root division during winter dormancy.,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Golden Groundsel, Roundleaf Groundsel, Roundleaf Ragwort",https://inaturalist-open-data.s3.amazonaws.com/photos/736668/medium.jpg
PLANT-00623,panax quinquefolius,Panax quinquefolius,"American Ginseng, Wild Ginseng",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | South Dakota | Tennessee | Vermont | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Part shade to full shade,Medium,Low,4,8,June,July,PAQU,Araliaceae,Herb,Perennial,Up to about 2 feet tall.,White,"Jun , Jul , Aug",,"Sun , Part Shade , Shade",Moist,,"Organic, Humus Enriched",,,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"American Ginseng, Wild Ginseng",https://inaturalist-open-data.s3.amazonaws.com/photos/5091105/medium.jpeg
PLANT-00624,pandanus tectorius,Pandanus tectorius,screw pine,Hawaii,Broadleaf evergreen,Full sun to part shade,Medium,Medium,10,12,Seasonal bloomer,Seasonal bloomer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,screw pine,https://static.inaturalist.org/photos/118180458/medium.jpg
PLANT-00625,panicum bulbosum,Panicum bulbosum,"Bulb Panic Grass, Bulb Panicgrass",Arizona | Nevada | New Mexico | Texas | Utah,Ornamental grass,Full sun,Dry to medium,Low,6,9,July,February,PABU,Poaceae,Grass/Grass-like,,Up to about 6 feet tall.,"Green , Purple , Brown","Jun , Jul , Aug , Sep",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Bulb Panic Grass, Bulb Panicgrass",https://inaturalist-open-data.s3.amazonaws.com/photos/10668926/medium.jpeg
PLANT-00626,panicum virgatum,Panicum virgatum,"Switchgrass, Wand Panic Grass",Alabama | Arizona | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | West Virginia | Wisconsin,Ornamental grass,Full sun to part shade,Medium to wet,Low,5,9,July,February,PAVI2,Poaceae,Grass/Grass-like,Perennial,"Up to about 10 feet tall, often shorter.","Green , Brown","Aug , Sep , Oct , Nov",Medium,"Sun , Part Shade","Dry , Moist",,"Dry to moist soils. Sandy, Sandy Loam, Medium Loam Clay Loam, Clay, Limestone-based.",Fair Grazing; Seeds eaten by ground-feeding songbirds and game birds; Provides cover and nesting material.,yes,"Propagate by sowing unstratified seed in fall or stratified seed in spring. Sow 1/4""",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Switchgrass, Wand Panic Grass",https://inaturalist-open-data.s3.amazonaws.com/photos/9682082/medium.jpg
PLANT-00627,parthenium hispidum,Parthenium hispidum,American feverfew,Arkansas | Illinois | Kansas | Louisiana | Michigan | Minnesota | Missouri | Oklahoma | Tennessee,Herbaceous perennial,Full sun to part shade,Dry to medium,Low,5,8,June,September,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,American feverfew,https://inaturalist-open-data.s3.amazonaws.com/photos/367378012/medium.jpg
PLANT-00628,parthenium integrifolium,Parthenium integrifolium,"Wild Quinine, American Fever-few",Alabama | Arkansas | Connecticut | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun,Dry to medium,Low,4,8,May,August,PAIN3,Asteraceae,Herb,Perennial,Up to about 3 feet tall.,White,"May , Jun , Jul , Aug , Sep",,Part Shade,,,Well-drained soils.,,yes,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Wild Quinine, American Fever-few",https://static.inaturalist.org/photos/8171530/medium.jpg
PLANT-00629,parthenocissus quinquefolia,Parthenocissus quinquefolia,Virginia Creeper,Alabama | Arkansas | Colorado | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New York | North Carolina | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | West Virginia | Wisconsin,Vine,Full sun to part shade,Medium,Medium,3,9,May,August,PAQU2,Vitaceae,Vine,Perennial,"Stems climbing or scrambling, up to about 40 feet long.","White , Green","May , Jun",Low,"Sun , Part Shade , Shade",Moist,,"Moist, well-drained soils. Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay, Rocky, Limestone-based
Caliche type","Fruit-birds, through the winter, inc. chickadees, nuthatches, mockingbirds, catbirds, finches, flycatchers, tanagers, swallows, vireos, warblers, woodpeckers, and thrushes. A larval host for several species of sphinx moths.",yes,"Sow seed in fall or stratified and sow in spring. The easiest way to propagate is by hardwood or semi-hardwood cuttings, or by layering in the fall.",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Virginia Creeper,https://inaturalist-open-data.s3.amazonaws.com/photos/428768/medium.jpg
PLANT-00630,paspalum floridanum,Paspalum floridanum,Florida Paspalum,Alabama | Arkansas | Delaware | Florida | Georgia | Illinois | Indiana | Kansas | Kentucky | Louisiana | Maryland | Mississippi | Missouri | New Jersey | North Carolina | Oklahoma | South Carolina | Tennessee | Texas | Virginia,Ornamental grass,Full sun,Medium to wet,Low,5,9,August,November,PAFL4,Poaceae,Grass/Grass-like,Perennial,Up to about 7 feet tall.,"White , Green , Brown","Aug , Sep , Oct , Nov",Medium,Part Shade,Moist,,"Sandy, Sandy Loam, Medium Loam, Clay Loam, Clay",,,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Florida Paspalum,https://inaturalist-open-data.s3.amazonaws.com/photos/319234155/medium.jpeg
PLANT-00631,passiflora incarnata,Passiflora incarnata,"Maypop, Purple Passionflower, Purple Passion Vine, Apricot Vine",Alabama | Arkansas | Delaware | Florida | Georgia | Illinois | Indiana | Kansas | Kentucky | Louisiana | Maryland | Mississippi | Missouri | North Carolina | Ohio | Oklahoma | Pennsylvania | South Carolina | Tennessee | Texas | Virginia | West Virginia,Vine,Full sun to part shade,Medium,Medium,5,9,July,September,PAIN6,Passifloraceae,Vine,Perennial,"Climber, up to about 25 feet long.","Pink , Blue , Purple","Mar , Apr , May , Jun , Jul , Aug , Sep , Oct , Nov","Low , Medium","Sun , Part Shade","Dry , Moist",,"Rich, non-saline clays, loams, sands.",Fruit-birds.,yes,"Propagate by seed or cuttings. When sown immediately or stored, seed germination is low. Direct sowing outdoors is recommended. 6-8 in.",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Maypop, Purple Passionflower, Purple Passion Vine, Apricot Vine",https://inaturalist-open-data.s3.amazonaws.com/photos/91738617/medium.jpg
PLANT-00632,paxistima canbyi,Paxistima canbyi,Canby's Mountain-lover,Kentucky | Maryland | North Carolina | Ohio | Pennsylvania | Tennessee | Virginia | West Virginia,Broadleaf evergreen,Full sun to part shade,Medium,Low,3,7,May,May,PACA,Celastraceae,Shrub,Perennial,Up to about 1 foot tall.,"Green , Brown","Mar , Apr , May",,Part Shade,,Acidic (pH<6.8),"Fertile, well-drained soils.",,yes,Increase by layering branches. Short,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Canby's Mountain-lover,https://inaturalist-open-data.s3.amazonaws.com/photos/48990/medium.jpg
PLANT-00633,pedicularis canadensis,Pedicularis canadensis,"Canadian Lousewort, Wood Betony",Alabama | Arkansas | Connecticut | Delaware | Florida | Georgia | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Nebraska | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Vermont | Virginia | West Virginia | Wisconsin,Herbaceous perennial,Full sun to part shade,Medium,Low,4,8,April,May,PECA,Scrophulariaceae,Herb,Perennial,Up to about 20 inches tall.,"Red , Yellow , Purple","Apr , May , Jun",Medium,Shade,,,,,,,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Canadian Lousewort, Wood Betony",https://inaturalist-open-data.s3.amazonaws.com/photos/2166510/medium.jpg
